movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
349,11888,3.0,845674383,0,1994,Action,Crime,Drama,6309,3.64,0.81,595,588,593,344,380,11,1992,2.20,3.55,1.13,Comedy,Thriller,Romance,Adventure,Musical
19,11888,3.0,845674690,0,1995,Comedy,"","",4501,2.62,1.16,539,410,597,589,377,41,1993,1.57,3.41,1.00,Comedy,Thriller,Action,Drama,Romance
151,11888,3.0,845675042,0,1995,Action,Drama,Romance,2767,3.57,0.92,553,350,266,160,39,72,1993,1.44,3.14,0.97,Drama,Comedy,Action,Thriller,Romance
337,11888,5.0,845675042,1,1993,Drama,"","",3889,3.76,0.86,553,350,266,160,39,74,1993,1.43,3.14,0.96,Drama,Comedy,Action,Thriller,Romance
353,11888,4.0,845675267,1,1994,Action,Crime,Fantasy,3640,3.50,1.00,780,293,551,158,44,92,1993,1.37,3.21,0.96,Action,Thriller,Drama,Adventure,Comedy
858,11888,5.0,859038773,1,1972,Crime,Drama,"",8996,4.35,0.86,368,353,780,293,551,95,1993,1.36,3.22,0.95,Action,Thriller,Adventure,Drama,Comedy
50,12529,3.5,1164593516,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,593,356,858,318,902,9,1988,12.64,3.44,0.77,Drama,Crime,Romance,Thriller,Horror
595,12847,4.0,834168014,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,588,590,296,"","",7,1992,2.43,3.57,0.79,Adventure,Drama,Comedy,Thriller,Western
10,12847,4.0,834168031,1,1995,Action,Adventure,Thriller,6330,3.42,0.87,434,318,595,588,590,10,1992,2.11,3.80,0.79,Adventure,Drama,Thriller,Musical,Crime
253,12847,3.0,834168050,0,1994,Drama,Horror,"",6010,3.50,0.94,1,10,434,318,595,12,1993,2.11,3.83,0.72,Adventure,Thriller,Children,Drama,Comedy
527,12847,5.0,834168223,1,1993,Drama,War,"",11017,4.30,0.83,21,47,34,457,593,20,1993,1.88,4.00,0.79,Thriller,Adventure,Drama,Crime,Children
592,13192,4.5,1268616170,1,1989,Action,Crime,Thriller,10028,3.40,0.84,110,150,260,480,593,14,1988,10.15,4.36,0.77,Drama,Thriller,Action,Crime,War
780,13192,4.0,1268616185,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,589,1,592,110,150,17,1988,9.32,4.41,0.71,Action,Thriller,Drama,Crime,Sci-Fi
1,13282,3.5,1334809267,1,1995,Adventure,Animation,Children,10759,3.91,0.89,916,928,903,783,661,6,1963,25.91,3.83,0.26,Romance,Drama,Musical,Children,Animation
920,13442,0.5,1424689661,0,1939,Drama,Romance,War,3103,3.82,1.10,778,593,"","","",6,1990,7.37,2.92,1.20,Crime,Thriller,Horror,Drama,Comedy
296,13442,5.0,1424690204,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,778,593,"","","",9,1985,18.27,2.22,1.44,Crime,Thriller,Horror,Drama,Comedy
329,13610,3.0,1212216242,0,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,595,364,380,480,648,25,1991,6.64,3.22,0.84,Thriller,Action,Sci-Fi,Adventure,Mystery
185,13610,2.0,1212216262,0,1995,Action,Crime,Thriller,5344,3.11,0.96,595,364,380,480,648,27,1992,6.42,3.17,0.84,Thriller,Action,Sci-Fi,Adventure,Mystery
44,13610,2.0,1212216681,0,1995,Action,Adventure,Fantasy,2293,2.64,1.10,628,112,474,293,595,35,1992,5.76,3.13,0.82,Thriller,Action,Adventure,Sci-Fi,Crime
307,13772,5.0,907688848,1,1993,Drama,"","",1432,3.96,0.96,590,293,25,608,508,19,1993,1.58,4.21,1.03,Drama,Crime,Thriller,Romance,Action
36,13772,5.0,907688881,1,1995,Crime,Drama,"",4547,3.94,0.90,150,307,590,293,25,22,1993,1.52,4.18,1.01,Drama,Crime,Thriller,Romance,Action
356,13865,5.0,846461963,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,457,165,380,"","",9,1993,1.87,3.33,0.50,Thriller,Action,Romance,Adventure,Crime
454,13865,4.0,846462030,1,1993,Drama,Thriller,"",5500,3.51,0.81,288,318,292,356,457,16,1993,1.63,3.56,0.73,Thriller,Action,Crime,Drama,Romance
2,13865,5.0,846462677,1,1995,Adventure,Children,Fantasy,4853,3.21,0.96,474,6,22,16,508,38,1993,1.53,3.47,0.60,Thriller,Crime,Drama,Action,Mystery
333,13865,3.0,846462827,0,1995,Comedy,"","",2284,3.34,1.09,36,25,158,442,2,44,1993,1.48,3.57,0.66,Thriller,Drama,Crime,Action,Adventure
353,13865,3.0,846462827,0,1994,Action,Crime,Fantasy,3640,3.50,1.00,36,25,158,442,2,45,1993,1.48,3.56,0.66,Thriller,Drama,Crime,Action,Adventure
153,14157,2.0,1183483759,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,344,588,1,296,260,13,1990,7.23,3.46,0.80,Comedy,Adventure,Crime,Thriller,Children
364,14157,3.0,1183483774,0,1994,Adventure,Animation,Children,8464,3.78,0.93,344,588,1,296,260,15,1990,6.97,3.27,0.90,Comedy,Adventure,Crime,Thriller,Children
19,14157,3.5,1183484088,1,1995,Comedy,"","",4501,2.62,1.16,586,500,344,588,1,19,1991,6.26,3.26,0.81,Comedy,Adventure,Crime,Children,Drama
253,14204,4.0,837614312,1,1994,Drama,Horror,"",6010,3.50,0.94,457,593,318,316,329,15,1993,1.67,3.53,1.19,Thriller,Crime,Drama,Action,Sci-Fi
288,14204,2.0,837614329,0,1994,Action,Crime,Thriller,5165,3.24,1.18,300,110,253,457,593,18,1993,1.54,3.67,1.14,Drama,Thriller,Crime,Action,Sci-Fi
357,14204,4.0,837614441,1,1994,Comedy,Romance,"",6126,3.63,0.94,597,527,440,32,50,33,1993,1.49,3.55,1.20,Drama,Thriller,Crime,Action,Sci-Fi
337,14204,5.0,837614441,1,1993,Drama,"","",3889,3.76,0.86,357,597,527,440,32,34,1993,1.47,3.56,1.19,Drama,Thriller,Crime,Action,Sci-Fi
17,14204,5.0,837614459,1,1995,Drama,Romance,"",4556,3.97,0.94,337,357,597,527,440,35,1993,1.45,3.60,1.19,Drama,Thriller,Crime,Action,Sci-Fi
509,14204,4.0,837614474,1,1993,Drama,Romance,"",3720,3.71,1.05,141,17,337,357,597,38,1993,1.47,3.63,1.17,Drama,Thriller,Crime,Comedy,Action
610,14204,4.0,837614739,1,1981,Action,Adventure,Animation,1723,3.36,1.05,497,246,515,272,474,56,1993,1.34,3.59,1.11,Drama,Romance,Thriller,Comedy,Action
519,14204,2.0,837614911,0,1993,Action,Crime,Drama,1048,2.19,1.02,247,475,371,540,232,67,1993,2.01,3.57,1.13,Drama,Thriller,Romance,Comedy,Action
671,14204,4.0,837615079,1,1996,Comedy,Sci-Fi,"",1382,3.65,1.08,28,175,229,41,412,78,1993,3.59,3.59,1.11,Drama,Thriller,Romance,Comedy,Action
249,1436,3.0,840205070,0,1994,Drama,Romance,"",1090,3.71,0.90,319,303,431,471,348,52,1993,1.52,3.29,0.91,Thriller,Crime,Comedy,Drama,Action
247,1436,4.0,840205145,1,1994,Crime,Drama,"",1650,3.85,0.90,319,303,431,471,348,53,1993,1.51,3.28,0.91,Thriller,Crime,Comedy,Drama,Action
800,1436,5.0,840205186,1,1996,Drama,Mystery,Western,1609,4.04,0.91,778,247,319,303,431,55,1993,1.51,3.31,0.90,Thriller,Crime,Drama,Comedy,Action
164,1436,3.0,840205453,0,1995,Crime,Film-Noir,Mystery,978,3.48,0.84,125,41,800,778,247,58,1993,1.53,3.36,0.91,Thriller,Drama,Crime,Comedy,Mystery
20,1436,2.0,840208191,0,1995,Action,Comedy,Crime,873,2.89,0.93,372,448,125,41,800,70,1994,1.44,3.30,0.92,Drama,Thriller,Comedy,Crime,Romance
968,1436,2.0,840208744,0,1968,Horror,Sci-Fi,Thriller,1824,3.64,1.06,953,372,448,125,41,75,1992,9.60,3.27,0.92,Drama,Thriller,Comedy,Crime,Romance
951,1436,4.0,840208872,1,1940,Comedy,Romance,"",890,4.13,0.84,912,953,372,448,125,79,1990,13.33,3.27,0.93,Drama,Thriller,Comedy,Crime,Romance
902,1436,4.0,840208872,1,1961,Drama,Romance,"",2112,3.85,0.92,951,912,953,372,448,80,1989,14.38,3.27,0.93,Drama,Comedy,Thriller,Crime,Romance
916,1436,3.0,840208979,0,1953,Comedy,Drama,Romance,1336,4.11,0.80,902,951,912,953,372,82,1988,15.72,3.28,0.92,Drama,Comedy,Thriller,Crime,Romance
999,1436,3.0,844957557,0,1996,Crime,Film-Noir,"",707,3.34,0.89,937,902,951,912,953,86,1987,16.21,3.28,0.90,Drama,Comedy,Thriller,Romance,Crime
527,1436,4.0,847471556,1,1993,Drama,War,"",11017,4.30,0.83,911,858,70,541,750,100,1987,16.37,3.31,0.93,Comedy,Drama,Thriller,Romance,Crime
924,1436,4.0,847471571,1,1968,Adventure,Drama,Sci-Fi,5530,3.95,1.05,318,17,527,911,858,100,1987,16.38,3.34,0.93,Drama,Comedy,Romance,Thriller,Crime
22,1436,3.0,847472139,0,1995,Crime,Drama,Horror,2208,3.30,0.92,81,924,318,17,527,100,1986,17.35,3.34,0.82,Drama,Comedy,Romance,Crime,Thriller
233,1436,2.0,847472213,0,1994,Drama,"","",740,3.52,1.05,81,924,318,17,527,100,1986,17.35,3.34,0.81,Drama,Comedy,Romance,Crime,Thriller
338,1436,3.0,847472213,0,1995,Action,Sci-Fi,Thriller,984,2.99,0.95,81,924,318,17,527,100,1986,17.36,3.31,0.80,Drama,Comedy,Romance,Crime,Thriller
292,1436,2.0,847472317,0,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,81,924,318,17,527,100,1986,17.36,3.27,0.83,Drama,Comedy,Romance,Crime,Thriller
95,1436,1.0,847472445,0,1996,Action,Adventure,Thriller,4791,3.10,0.95,81,924,318,17,527,100,1986,17.38,3.12,0.89,Drama,Romance,Comedy,Crime,Thriller
29,1436,4.0,868281567,1,1995,Adventure,Drama,Fantasy,1859,3.92,0.97,149,832,81,924,318,100,1986,17.39,3.04,0.97,Drama,Romance,Comedy,Crime,Thriller
480,14369,4.0,1293673959,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,356,922,"","","",2,1972,31.11,4.25,0.35,Romance,Drama,War,Comedy,Film-Noir
648,14369,4.0,1293689881,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,380,919,940,593,858,24,1981,19.60,4.10,0.66,Adventure,Drama,Action,Sci-Fi,Thriller
150,14838,4.0,849259039,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,296,"","","","",4,1991,2.63,3.50,1.00,Thriller,Crime,Drama,Comedy,""
356,14838,4.0,849259108,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,595,165,588,457,150,11,1992,2.12,3.91,0.94,Thriller,Adventure,Musical,IMAX,Crime
39,14838,4.0,849259186,1,1995,Comedy,Romance,"",5741,3.42,0.98,377,231,356,595,165,17,1993,1.80,3.71,0.92,Thriller,Comedy,Romance,Adventure,Drama
434,14887,3.0,830155701,0,1993,Action,Adventure,Thriller,5380,3.06,0.92,161,21,349,590,150,12,1993,2.23,3.50,0.52,Thriller,Drama,Crime,Action,Adventure
339,14887,3.0,830155701,0,1995,Comedy,Romance,"",5030,3.52,0.92,161,21,349,590,150,15,1993,2.03,3.40,0.51,Thriller,Drama,Crime,Action,Adventure
151,14887,3.0,830155896,0,1995,Action,Drama,Romance,2767,3.57,0.92,141,11,32,161,21,24,1993,1.76,3.42,0.58,Thriller,Drama,Crime,Comedy,Action
318,14899,4.0,864503270,1,1994,Crime,Drama,"",13826,4.45,0.72,296,858,805,802,628,14,1992,7.77,4.07,0.73,Drama,Thriller,Action,Adventure,Crime
317,14899,3.0,864503594,0,1994,Comedy,Drama,Fantasy,3486,3.14,1.00,364,595,105,593,527,29,1993,5.45,3.93,0.88,Drama,Thriller,Crime,Action,Adventure
230,14899,4.0,864503594,1,1995,Drama,Thriller,"",1614,3.61,0.87,300,594,364,595,105,32,1991,11.20,3.94,0.88,Drama,Thriller,Crime,Action,Adventure
595,1512,3.0,838990252,0,1991,Animation,Children,Fantasy,7539,3.65,0.98,165,588,349,590,150,6,1992,2.59,4.00,0.63,Adventure,Drama,Action,Thriller,Crime
434,1512,3.0,838990276,0,1993,Action,Adventure,Thriller,5380,3.06,0.92,316,165,588,349,590,9,1992,2.24,3.78,0.67,Adventure,Action,Drama,Thriller,Crime
500,1512,4.0,838990403,1,1993,Comedy,Drama,"",7349,3.39,0.96,377,317,589,454,364,23,1993,1.76,4.04,0.71,Drama,Action,Thriller,Adventure,Crime
196,1512,4.0,838990481,1,1995,Horror,Sci-Fi,"",2957,2.85,0.98,350,282,315,586,597,34,1993,1.77,4.00,0.65,Drama,Thriller,Comedy,Action,Romance
2,1512,4.0,838990481,1,1995,Adventure,Children,Fantasy,4853,3.21,0.96,196,350,282,315,586,35,1993,1.78,4.00,0.64,Drama,Thriller,Comedy,Action,Romance
204,1512,4.0,838990518,1,1995,Action,"","",1782,2.97,1.06,2,196,350,282,315,38,1993,1.74,3.95,0.66,Drama,Thriller,Comedy,Action,Romance
168,1512,4.0,838990553,1,1995,Action,Drama,Romance,2557,3.06,1.12,474,204,2,196,350,41,1993,1.70,3.93,0.65,Drama,Action,Thriller,Comedy,Romance
224,1512,4.0,838990590,1,1995,Comedy,Drama,Romance,1882,3.46,0.93,168,474,204,2,196,42,1993,1.70,3.93,0.64,Drama,Action,Thriller,Comedy,Romance
280,1512,4.0,838990731,1,1995,Drama,Thriller,"",1087,3.67,0.85,485,276,105,224,168,51,1993,1.63,3.82,0.68,Drama,Action,Comedy,Thriller,Romance
502,1512,3.0,838990912,0,1994,Action,Children,Romance,772,2.30,1.06,280,485,276,105,224,60,1992,7.66,3.72,0.69,Drama,Action,Comedy,Thriller,Romance
253,15269,3.0,841265170,0,1994,Drama,Horror,"",6010,3.50,0.94,480,356,161,457,316,21,1993,1.69,3.52,0.98,Thriller,Drama,Action,Adventure,Crime
47,15269,4.0,841265226,1,1995,Mystery,Thriller,"",9335,4.06,0.87,480,356,161,457,316,28,1993,1.62,3.18,1.12,Thriller,Drama,Action,Adventure,Crime
110,15269,4.0,841265226,1,1995,Action,Drama,War,11637,4.04,0.97,47,480,356,161,457,29,1993,1.61,3.21,1.11,Thriller,Drama,Action,Adventure,Crime
173,15269,3.0,841265483,0,1995,Action,Crime,Sci-Fi,3208,2.56,1.02,357,440,539,527,50,55,1993,1.58,3.27,0.99,Thriller,Drama,Comedy,Action,Crime
315,15269,3.0,841265483,0,1994,Action,Drama,Thriller,2376,2.90,0.99,357,440,539,527,50,56,1993,1.58,3.27,0.98,Thriller,Drama,Comedy,Action,Crime
924,15271,4.0,1008098212,1,1968,Adventure,Drama,Sci-Fi,5530,3.95,1.05,800,953,475,750,541,7,1981,19.36,4.71,0.76,Drama,Sci-Fi,Thriller,Mystery,Action
218,15271,4.0,1008098310,1,1995,Comedy,Drama,"",934,3.26,0.97,866,94,150,924,800,11,1984,17.20,4.45,0.69,Drama,Sci-Fi,Thriller,Romance,Adventure
110,15271,4.0,1008098331,1,1995,Action,Drama,War,11637,4.04,0.97,218,866,94,150,924,12,1985,16.70,4.42,0.67,Drama,Sci-Fi,Thriller,Romance,Comedy
911,15271,3.0,1008098895,0,1963,Comedy,Crime,Mystery,936,4.10,0.75,903,882,922,527,904,28,1984,18.21,4.14,0.52,Drama,Romance,Thriller,Comedy,Mystery
175,15271,3.0,1008099017,0,1995,Drama,"","",1043,3.50,1.10,903,882,922,527,904,31,1982,19.48,4.03,0.60,Drama,Romance,Thriller,Comedy,Mystery
158,15271,2.0,1008099142,0,1995,Adventure,Children,"",2756,2.92,1.03,903,882,922,527,904,33,1983,19.13,3.97,0.64,Drama,Romance,Thriller,Comedy,Mystery
597,15271,2.0,1008099235,0,1990,Comedy,Romance,"",7314,3.41,0.98,903,882,922,527,904,35,1984,18.78,3.86,0.77,Drama,Romance,Thriller,Comedy,Mystery
367,15271,1.0,1008099488,0,1994,Action,Comedy,Crime,7577,3.16,1.00,903,882,922,527,904,44,1986,17.25,3.36,1.24,Drama,Romance,Thriller,Comedy,Mystery
356,15555,4.5,1157948145,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,608,664,39,595,345,8,1994,1.58,4.00,0.27,Comedy,Drama,Thriller,Crime,Romance
253,15555,4.0,1157948183,1,1994,Drama,Horror,"",6010,3.50,0.94,356,608,664,39,595,9,1994,1.48,4.06,0.30,Comedy,Drama,Romance,Thriller,Crime
175,15555,4.5,1157948217,1,1995,Drama,"","",1043,3.50,1.10,480,765,253,356,608,12,1994,1.42,4.04,0.26,Drama,Comedy,Thriller,Romance,Crime
180,15555,4.5,1157948238,1,1995,Comedy,Romance,"",1809,3.57,0.98,364,175,480,765,253,14,1994,1.33,4.07,0.27,Drama,Comedy,Thriller,Romance,Crime
288,15555,4.0,1157948271,1,1994,Action,Crime,Thriller,5165,3.24,1.18,719,62,648,180,364,18,1994,1.29,4.08,0.31,Drama,Comedy,Thriller,Romance,Adventure
802,15555,4.0,1157948283,1,1996,Drama,Romance,"",2710,3.46,0.97,282,288,719,62,648,20,1994,1.24,4.10,0.31,Drama,Comedy,Thriller,Romance,Crime
546,15555,3.0,900949797,0,1993,Action,Adventure,Children,1275,2.03,1.07,780,671,198,589,541,34,1992,9.79,4.09,0.45,Drama,Comedy,Thriller,Action,Romance
508,15555,5.0,900950206,1,1993,Drama,"","",4185,3.83,0.87,832,150,593,296,780,41,1992,8.93,4.02,0.61,Drama,Thriller,Comedy,Crime,Action
265,15555,4.0,900950322,1,1992,Drama,Fantasy,Romance,2622,3.89,0.98,272,508,832,150,593,43,1992,8.71,4.05,0.62,Drama,Thriller,Comedy,Crime,Action
585,15555,3.0,900950997,0,1995,Comedy,"","",2087,2.63,1.13,223,141,348,551,32,51,1992,8.02,4.02,0.62,Drama,Comedy,Thriller,Crime,Action
349,15555,4.0,900953549,1,1994,Action,Crime,Drama,6309,3.64,0.81,112,555,163,733,457,85,1992,9.31,3.88,0.71,Drama,Comedy,Thriller,Crime,Action
653,15555,3.0,900953644,0,1996,Action,Adventure,Fantasy,3148,3.22,0.97,434,208,349,112,555,90,1992,9.06,3.86,0.73,Drama,Comedy,Thriller,Action,Crime
1,15555,3.0,900953740,0,1995,Adventure,Animation,Children,10759,3.91,0.89,783,434,208,349,112,92,1992,8.98,3.86,0.74,Drama,Comedy,Thriller,Action,Crime
587,15555,3.0,901294514,0,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,592,367,293,783,434,100,1992,8.64,3.82,0.80,Drama,Thriller,Comedy,Action,Crime
318,15555,4.0,909012695,1,1994,Crime,Drama,"",13826,4.45,0.72,18,380,592,367,293,100,1992,8.64,3.83,0.82,Drama,Comedy,Thriller,Action,Crime
319,15555,3.0,909012818,0,1994,Comedy,Drama,Thriller,1592,3.78,0.88,318,18,380,592,367,100,1992,8.64,3.83,0.82,Drama,Comedy,Thriller,Action,Crime
165,15555,5.0,909014094,1,1995,Action,Crime,Thriller,7392,3.50,0.89,786,454,474,266,47,100,1992,8.63,3.78,0.84,Thriller,Drama,Action,Comedy,Crime
882,15555,3.0,909014725,0,1996,Drama,Thriller,"",194,3.01,1.06,165,786,454,474,266,100,1992,8.64,3.75,0.86,Thriller,Drama,Action,Comedy,Crime
608,15634,4.0,1191620781,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,778,306,170,431,"",8,1992,6.67,3.00,0.85,Crime,Drama,Action,Thriller,Adventure
420,1572,4.0,1240134766,1,1994,Action,Comedy,Crime,3164,2.74,0.98,648,377,296,"","",4,1994,0.96,3.75,0.65,Thriller,Action,Romance,Adventure,Mystery
318,16250,4.0,837515532,1,1994,Crime,Drama,"",13826,4.45,0.72,316,590,150,"","",13,1993,1.99,2.85,0.99,Adventure,Drama,Action,Sci-Fi,Western
292,16250,3.0,837515578,0,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,318,316,590,150,"",15,1993,1.86,2.93,0.96,Adventure,Drama,Action,Sci-Fi,Western
377,16250,4.0,837515797,1,1994,Action,Romance,Thriller,9053,3.49,0.94,589,367,364,317,480,40,1993,1.47,3.23,0.97,Drama,Action,Adventure,Thriller,Comedy
780,16974,3.5,1227452032,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,1,150,592,480,356,27,1989,12.39,3.72,0.96,Comedy,Drama,Adventure,Action,Sci-Fi
364,16974,4.5,1227452090,1,1994,Adventure,Animation,Children,8464,3.78,0.93,595,165,344,377,648,34,1990,11.20,3.74,0.88,Comedy,Action,Thriller,Adventure,Drama
551,16974,4.0,1227452322,1,1993,Animation,Children,Fantasy,4460,3.71,0.97,786,442,19,2,919,53,1990,12.08,3.74,0.74,Adventure,Action,Comedy,Thriller,Drama
708,16974,3.0,1227452373,0,1996,Comedy,Romance,"",3337,3.39,0.91,104,551,786,442,19,56,1989,13.77,3.72,0.73,Adventure,Action,Comedy,Thriller,Drama
497,16974,3.5,1227452486,1,1993,Comedy,Romance,"",3047,3.88,0.91,173,3,160,420,920,65,1988,15.54,3.69,0.71,Action,Adventure,Comedy,Thriller,Drama
180,16974,4.5,1227452736,1,1995,Comedy,Romance,"",1809,3.57,0.98,805,543,158,485,432,74,1989,14.67,3.68,0.67,Comedy,Adventure,Action,Thriller,Drama
356,17401,4.0,942780432,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,125,223,232,608,593,7,1994,1.73,4.14,0.69,Comedy,Thriller,Crime,Drama,Romance
480,17401,4.0,942799197,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,454,163,39,62,356,23,1994,1.24,3.52,0.73,Comedy,Drama,Romance,Thriller,Crime
